f1(x),f2(x)
3.135547721424382,0.05255657764973291
0.6506516455712686,1.424132417495865
3.4048995967892783,0.02395158527826017
0.04164417285171378,3.2253680151529722
2.2878910198675304,0.23758058833755094
1.7432416833763422,0.46196655950507437
3.4046270627547592,0.02397444905750245
0.003818484575966281,3.756642933164706
0.00015698115083568037,3.9500401335507433
0.030902342535441676,3.327739857353626
2.4866505672164543,0.1790036941374557
0.07575702209457583,2.9747972800907125
3.9018270492221787,0.0006098779532570975
3.2328091834245876,0.04080341765983807
0.6636710337830888,1.4050307436422116
1.3898467626960544,0.6741762692098024
1.6209992830089126,0.5282604787757128
3.8328953098612644,0.0017826840730086042
0.38249638477979964,1.9086447003660403
0.027739826875122834,3.361528726695934
0.845918628662816,1.1669652369214834
0.02254357233309395,3.4219628888862297
3.15557014039257,0.05000033591656865
1.5846358310584643,0.5493430593384893
0.8590176639218878,1.151689431521875
2.5720278683516273,0.15701065141245243
0.005790667101303337,3.701404935469787
3.9844836161610604,1.507664154104566e-05
0.07950670548059494,2.9516293683159907
1.1594490643486426,0.852340401965224
2.3107847610845584,0.23027851757547577
0.0585027078897888,3.0910093868603252
2.1590726944888514,0.28155935024014417
3.005767329474061,0.07090775832303621
0.2753883578870981,2.176290045231503
0.33924241938757593,2.009461590596761
0.794070033632199,1.2296457409707342
0.0004544532956003427,3.9151828124669783
2.4213753703916185,0.19706770397072607
1.2987128754810031,0.7402694999748369
0.6829913477345197,1.3772597246664409
3.0346457470208916,0.06655189343838794
1.434215628641145,0.6438659484759987
0.39176668006773957,1.8881159693886653
1.2727392726958278,0.7601094005333384
0.3056128284982032,2.0943224233340034
1.3205300005562608,0.7239573633731854
3.3863227166111556,0.025537196995841487
1.4348111771315626,0.6434670197885524
2.74124620774614,0.11856251275222605
3.3393419600357044,0.029795369407030488
0.8188362521560023,1.1992533984978577
0.1803750499408463,2.4815516927157515
0.0022751242700317976,3.8114820732421997
0.29586245365410785,2.1201328614332073
0.11929281419776798,2.7377411404756855
3.2605106316735584,0.03775699425957456
3.8488608575541385,0.0014553168122675491
0.5463061567442733,1.5898050984139414
0.6063206525655582,1.4916568760001114
3.1297075700840233,0.05331575494656777
0.7240662403504711,1.32038296401474
3.747733712055491,0.004107985505436713
1.9673877145652159,0.3568437629466695
3.009353127475448,0.07035824063433087
1.139529512672833,0.8695796063196766
3.7916684591828282,0.00278565438179235
1.4703755576388107,0.6200138265695732
3.2945646978472163,0.03419038480002596
0.847896590157943,1.164644570199617
3.6138648481367377,0.009797675222771187
0.1439223193260057,2.626438510774464
2.1258095083728206,0.2937470829554512
3.4294223804324506,0.02194250621617233
1.2152846823357044,0.8056866374600413
0.7073674768450721,1.3431618307049387
1.4687110947516606,0.6210954420800743
0.21275695182212392,2.3677335836356983
0.09305968000126238,2.872832291347738
3.7043096488304834,0.005676368741884817
0.46746859188398904,1.7326015987481576
1.207198385395149,0.8122951821013172
0.2996356701454442,2.1100761888051665
0.7439038710969715,1.2939093873982592
1.139762257368971,0.8693763125270373
1.817101020595124,0.42510544107894793
0.8397736380284846,1.1742070776648958
1.1439214301202048,0.8657509237094005
1.641977959331556,0.5163904467331324
1.0712277711652616,0.9312224162600067
0.366250973084728,1.945504069884055
3.6678220957947314,0.0071985224349424
2.4988882421871703,0.17573935298689106
0.89186077662666,1.1143255450204002
2.0591231098667504,0.3192651187777717
3.1549263389926727,0.05008141289592057
2.1678157332577532,0.2784140885977414
1.7592932974634554,0.453759134024746
0.04178858427878341,3.2240983321291483
0.8827411580274228,1.1245689256199236
0.5193404225043556,1.6367293214243486
1.486423469540482,0.609664759839159
3.115252272319826,0.05522136890890564
0.016159641425593303,3.50767732825286
0.28097235319168556,2.1606993398589753
3.6647401516110722,0.007335733286468973
0.37942232118653324,1.9155316704098941
0.9763967721685763,1.023885120737651
0.2958296986258058,2.1202205476032945
0.7820334925893228,1.244727189563083
2.2947703624860525,0.23537057374650772
2.99023364097204,0.0733168238090174
1.9930706538732377,0.34602448246895184
0.2070694222628958,2.386874170042318
0.38604588950445695,1.9007422396316065
0.5023499609422433,1.6672839343608705
0.060965788722393596,3.073315739586417
3.159858755261702,0.04946213593115783
1.3733343833861644,0.6857603696581006
2.0702597534759932,0.3149008545352945
1.3689917896122548,0.688834886922338
2.1146341695657918,0.2979214627998243
0.44601380269912777,1.774643210065817
0.002794561094091012,3.791340127455408
1.733077820476551,0.4672212778403186
3.058056876454138,0.06313657503066805
0.006965902129457193,3.6731179815558597
0.5444894165216403,1.5929083716668246
3.010358380590607,0.07020462945153645
0.6483694541680247,1.4275137811071537
3.4373525945435857,0.021313118334106193
0.027228394993398613,3.367187244841093
0.24803409372883842,2.255913239046218
3.740108534613458,0.004364449277172256
0.3251251327778554,2.0443353300021405
3.6649363886932083,0.007326956299092466
0.0013342327305611945,3.8552256303521277
2.928265125909887,0.08339536713739505
0.24750032308487221,2.2575241500219994
0.2819427436117981,2.1580115070156674
0.25107165114321933,2.2467896304955493
3.253261727381236,0.03854152226587924
0.06429594668339227,3.0500301299793704
3.720220704781778,0.005071239184339034
2.8755255756226585,0.09257568564392325
1.185448711758125,0.830316177824169
0.23146179645068235,2.30704273002806
1.8013436752654717,0.4327778701134526
0.18165414275030056,2.476817996956574
0.6278103566030052,1.458430968513267
2.0214064517066235,0.33435948273353644
2.2680351410111124,0.24403628176671524
2.04947707592839,0.3230791492336132
0.4918180710464726,1.6866283917656646
3.1046202883070575,0.05664720287938116
2.2195740030323354,0.2602800810548864
0.005884015573891772,3.6990546669413527
2.686930698240441,0.13018675235944788
0.5897123260073177,1.5180031574633484
1.0945737282005832,0.9096986223928447
0.8458026570745293,1.1671014578477605
0.9865062854153233,1.0135853742159608
3.33119725086605,0.030570153564284656
0.47287125222507526,1.7222458623180448
2.5095502127153577,0.17292623748645639
4.770792061413928e-05,3.972419339712806
3.467509270497616,0.019009533774665955
1.9923614110852481,0.3463200919516403
1.7531462046258122,0.45688910418091455
0.1342004214005439,2.6688653940403495
0.7872660690303427,1.2381454590079835
