f1(x),f2(x)
24.811883532084998,-4.969764349217237
23.984496564993755,-4.900000000013865
23.984496565021743,-4.900000000025147
23.98449656479836,-4.900000000002854
23.98449656478402,-4.9000000000010315
23.984496564739086,-4.899999999997087
23.98449656481615,-4.900000000002138
23.984496564698386,-4.899999999992784
23.98449656476161,-4.899999999998726
23.98449656356272,-4.8999999998767985
19.74632187337163,-4.446844018089946
15.937511136365742,-3.9960951420453523
13.071650020624325,-3.620242452308861
10.865249333839683,-3.3019801120974366
9.13321161362392,-3.0289328273110714
7.7507125933470835,-2.7920277590085156
6.6311645732424305,-2.584461957938908
5.712948977920624,-2.4010193064227994
4.951411428302774,-2.2376593297406298
4.313404636389955,-2.091166742583675
3.774043518947946,-1.9589771286543958
3.314341463946507,-1.8390154321592838
2.9196346505449084,-1.7295894919907444
2.5783732737102385,-1.6292805995967146
2.2814052761425647,-1.53689968836523
2.0214772485762786,-1.4514651040643993
1.792698962070022,-1.3721318646892262
1.5902762960788872,-1.2981765276952992
1.4102837587473356,-1.2289779886831185
1.2494554993128726,-1.1639880031283316
1.1051079082145416,-1.1027406784188243
0.9749659061821536,-1.0448140280484532
0.857140167255233,-0.9898461697645395
0.7499973607721608,-0.9374986803852683
0.6521742794447736,-0.8874808587360036
0.5624866215296347,-0.8395207946913269
0.47991430460116663,-0.7933693985455745
0.4035856841312997,-0.7488032996079853
0.33273720664659157,-0.7056116360164569
0.2667170974693462,-0.6636064979696852
0.2049220200388439,-0.6225896918382084
0.1468495579912133,-0.5823916664610067
0.09203995894481631,-0.5428387034142188
0.04008191782887066,-0.5037597302102458
-0.009376676739624501,-0.46499865860436757
-0.05666490059194412,-0.4263903606132651
-0.10208940712517522,-0.3877608244393473
-0.14590212467879587,-0.34895713790072347
-0.18836243659666063,-0.3097959939293029
-0.22969425600411303,-0.2701016699222088
-0.2701017436868355,-0.22969418073975878
-0.3098007871010852,-0.1883573438424232
-0.34895862547857737,-0.14590047885356983
-0.387768992745614,-0.10207999578306687
-0.42639153425689913,-0.05666349221976258
-0.4650006963560184,-0.00937412954803496
-0.5037626268122446,0.040085690145715114
-0.5428386708861129,0.09203991484329005
-0.582390784922181,0.14684831093605616
-0.622588365744612,0.20492006405307567
-0.6636045784650315,0.2667141443856395
-0.705611930585382,0.33273767950407035
-0.7488015605410716,0.40358277000864223
-0.7933685907103332,0.4799128908898151
-0.8395203804807821,0.5624858641117112
-0.8874825059614577,0.6521774285624738
-0.9375026729373798,0.7500053458812361
-0.9898474947778972,0.8571429414950285
-1.0448172109069063,0.974972887928029
-1.1027408256770155,1.1051082468836588
-1.163989191152626,1.249458366958151
-1.228975824812921,1.4102782717866138
-1.2981772510274856,1.5902782249634244
-1.3721331259909357,1.7927025034213107
-1.4514646638833022,2.0214759456385547
-1.5369025211976783,2.2814141287548146
-1.6292698738267621,2.578337832092956
-1.729590423857882,2.9196379120772757
-1.8390270741901564,3.3143847057348683
-1.9589743905086912,3.7740327032797842
-2.0911610405668224,4.313380627887723
-2.237655741433924,4.951395280899418
-2.401017594839741,5.712940722054544
-2.584460303749502,6.631155992116471
-2.792028490782361,7.750716691459637
-2.899999999976614,8.366951499792515
-2.8999999999890664,8.366951499867927
-2.900000000000167,8.366951499927694
-2.8999999999923274,8.366951499886017
-2.9000000000007558,8.366951499931476
-2.8999999999992108,8.366951499921838
-2.8999999999988573,8.3669514999196
-2.8999999999977955,8.366951499913412
-2.900000000005055,8.36695149997085
-2.900000000001439,8.366951499935608
-2.900000000013144,8.366951500016492
-2.900000000000637,8.366951499930698
-2.900000000021887,8.366951500061273
-2.9000000000216466,8.366951500069007
-2.9543486133395196,8.724185503786869
